kyomeishusei2015.00001.1.1： 脩相思、毌相忘。
kyomeishusei2015.07791.1.1： 尙方作竟眞大a(eŋ)圢。
kyomeishusei2015.07791.1.2： 上有仙人不知b(ou)老。
kyomeishusei2015.07791.1.3： 非囘名山采芝b(ou)草。
kyomeishusei2015.07791.1.4： 渴汲王泉㲹食b(ou)棗。
kyomeishusei2015.07791.1.5： 浮由天下敖亖c(ə)海。
kyomeishusei2015.07791.1.6： 風雨和調子孫b(ou)好。
kyomeishusei2015.07791.1.7： 二親具夫妻相b(ou)保。
kyomeishusei2015.07792.1.1： 宋氏作鏡工且a(ou)好。
kyomeishusei2015.07792.1.2： 上有仙人不知a(ou)老。
kyomeishusei2015.07792.1.3： 渴飮玉泉飢食a(ou)棗。
kyomeishusei2015.07793.1.1： 宋氏作竟自有a(ou)道。
kyomeishusei2015.07793.1.2： 刻治今守悉皆b(ə)在兮。
kyomeishusei2015.07794.1.1： 君宜高官。
kyomeishusei2015.07795.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07795.1.2： 幽湅三b(ɑŋ)岡。
kyomeishusei2015.07795.1.3： 大c(it)吉兮。
kyomeishusei2015.07796.1.1： 張氏作竟四夷a(uk)服。
kyomeishusei2015.07796.1.2： 多賀國家人民b(ik)息。
kyomeishusei2015.07796.1.3： 胡虜珍滅天下a(uk)服。
kyomeishusei2015.07796.1.4： 風雨時節五穀a(uk)孰。
kyomeishusei2015.07796.1.5： 長保二親得天b(ik)力。
kyomeishusei2015.07796.1.6： 傳告后世樂無b(ik)極。
kyomeishusei2015.07797.1.1： 王氏作竟眞a(ɔu)巧。
kyomeishusei2015.07797.1.2： 五練之同所作世上b(u)有。
kyomeishusei2015.07797.1.3： 風雨時節五c(ok)穀。
kyomeishusei2015.07797.1.4： 長保二親…………。
kyomeishusei2015.07798.1.1： 吾作明a(iaŋ)鏡。
kyomeishusei2015.07798.1.2： 示三b(ɑŋ)商。
kyomeishusei2015.07798.1.3： 周刻無□。
kyomeishusei2015.07799.1.1： 張氏作竟大a(ɑŋ)傷。
kyomeishusei2015.07799.1.2： 長保二樂未b(iɑŋ)央。
kyomeishusei2015.07799.1.3： 八子六孫座高a(ɑŋ)尙。
kyomeishusei2015.07799.1.4： 左龍右乕主四a(ɑŋ)旁。
kyomeishusei2015.07799.1.5： 上有陳前去不a(ɑŋ)陽。
kyomeishusei2015.07799.1.6： 家富c(ui)貴。
kyomeishusei2015.07799.1.7： 大吉a(ɑŋ)昌。
kyomeishusei2015.07799.1.8： 七d(iaŋ)竟兮。
kyomeishusei2015.07800.1.1： 大樂貴a(u)富。
kyomeishusei2015.07800.1.2： 得所b(iə)喜。
kyomeishusei2015.07800.1.3： 千秋萬c(ia)歲。
kyomeishusei2015.07800.1.4： 宜酒b(iə)食。
kyomeishusei2015.07801.1.1： 尙方作竟眞大a(ou)好。
kyomeishusei2015.07801.1.2： 上有仙人不知a(ou)老。
kyomeishusei2015.07801.1.3： 渴汲王泉飢食a(ou)棗。
kyomeishusei2015.07801.1.4： 浮游天下敖亖b(ə)海。
kyomeishusei2015.07801.1.5： 壽如金石爲國a(ou)保。
kyomeishusei2015.07802.1.1： 内而淸而以而昭而象而天而明而光而日而月而天而□。
kyomeishusei2015.07803.1.1： 上大山見a(in)人。
kyomeishusei2015.07803.1.2： 食王英飮禮b(ian)泉。
kyomeishusei2015.07803.1.3： 駕非龍乘浮c(un)雲。
kyomeishusei2015.07803.1.4： 白乕弓直上d(an)天。
kyomeishusei2015.07803.1.5： 常宜官秩保子e(uən)孫。
kyomeishusei2015.07804.1.1： 左龍右乕在四a(uɑŋ)方。
kyomeishusei2015.07804.1.2： 朱爵玄武去不b(iɑŋ)祥。
kyomeishusei2015.07804.1.3： 賢者照之富且c(ɑŋ)昌。
kyomeishusei2015.07804.1.4： 廣□所造有精c(ɑŋ)光。
kyomeishusei2015.07804.1.5： 太平之世樂未b(iɑŋ)央。
kyomeishusei2015.07805.1.1： 上大山見神a(in)人。
kyomeishusei2015.07805.1.2： 食玉央飮禮b(ian)泉。
kyomeishusei2015.07805.1.3： 駕蜚龍乘浮c(un)雲。
kyomeishusei2015.07805.1.4： 長萬壽宜子d(uən)孫。
kyomeishusei2015.07805.1.5： 日富貴無憂e(uan)患。
kyomeishusei2015.07805.1.6： 作此鏡何耐功大毋f(ɑŋ)傷。
kyomeishusei2015.07806.1.1： 上大山見神a(in)人。
kyomeishusei2015.07806.1.2： 食玉央飮禮b(ian)泉。
kyomeishusei2015.07806.1.3： 駕交龍乘浮c(un)雲。
kyomeishusei2015.07806.1.4： 宜官秩d(ou)保。
kyomeishusei2015.07807.1.1： 尙方作竟眞大a(ɔu)巧。
kyomeishusei2015.07807.1.2： 上有山人不知b(ou)老。
kyomeishusei2015.07807.1.3： 渴飮王泉飢食b(ou)棗。
kyomeishusei2015.07807.1.4： 浮由天下敖四c(ə)海。
kyomeishusei2015.07807.1.5： 大d(it)吉。
kyomeishusei2015.07808.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07808.1.2： 天下大b(iaŋ)明。
kyomeishusei2015.07809.1.1： 尙方作竟大無a(ɑŋ)傷。
kyomeishusei2015.07809.1.2： 巧工刻之成文a(ɑŋ)章。
kyomeishusei2015.07809.1.3： 左龍□□去不a(ɑŋ)陽。
kyomeishusei2015.07809.1.4： 朱鳥玄武順陰a(ɑŋ)陽。
kyomeishusei2015.07809.1.5： 子孫備具居中b(iɑŋ)央。
kyomeishusei2015.07810.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07810.1.2： 長毋相b(uɑŋ)忘。
kyomeishusei2015.07811.1.1： 湅治銅華淸而a(iaŋ)明。
kyomeishusei2015.07811.1.2： 以之爲鏡因冝文b(ɑŋ)章。
kyomeishusei2015.07811.1.3： 延年益壽去不b(ɑŋ)羊。
kyomeishusei2015.07811.1.4： 與天無亟而日b(ɑŋ)光。
kyomeishusei2015.07811.1.5： 之光c(u)未。
kyomeishusei2015.07812.1.1： 田氏作竟四夷a(uk)服。
kyomeishusei2015.07812.1.2： 多賀國家人民b(ik)息。
kyomeishusei2015.07812.1.3： 胡虜殄滅天下a(uk)復。
kyomeishusei2015.07812.1.4： 風雨時節五穀a(uk)孰。
kyomeishusei2015.07812.1.5： 長宜二親得天b(ik)力。
kyomeishusei2015.07812.1.6： 傳c(ou)告。
kyomeishusei2015.07813.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07813.1.2： 長毋相b(uɑŋ)忘。
kyomeishusei2015.07814.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07814.1.2： 配像萬b(iɑŋ)彊。
kyomeishusei2015.07814.1.3： 曾年益c(u)壽。
kyomeishusei2015.07814.1.4： 敬奉賢a(iaŋ)良。
kyomeishusei2015.07814.1.5： 富貴益□。
kyomeishusei2015.07814.1.6： 服者公b(iɑŋ)卿。
kyomeishusei2015.07814.1.7： …………調…自…。
kyomeishusei2015.07814.1.8： 功成事d(en)見。
kyomeishusei2015.07814.1.9： 千秋萬e(ia)歲。
kyomeishusei2015.07814.1.10： 令人□□。
kyomeishusei2015.07814.1.11： 其師命f(ɑŋ)長。
kyomeishusei2015.07815.1.1： 記號。
kyomeishusei2015.07816.1.1： 淸治銅華以爲a(iaŋ)鏡。
kyomeishusei2015.07816.1.2： 昭察衣服觀容b(e)貎。
kyomeishusei2015.07816.1.3： 絲組雜□以爲c(in)信。
kyomeishusei2015.07816.1.4： 光宜佳c(in)人。
kyomeishusei2015.07817.1.1： 日有a(ɨ)憙。
kyomeishusei2015.07817.1.2： 宜酒b(iə)食。
kyomeishusei2015.07817.1.3： 長貴c(u)富。
kyomeishusei2015.07817.1.4： 樂無d(ə)事。
kyomeishusei2015.07818.1.1： 記號。
kyomeishusei2015.07819.1.1： 尙方作竟大毋a(ɑŋ)傷。
kyomeishusei2015.07819.1.2： 巧工刻之成文a(ɑŋ)章。
kyomeishusei2015.07819.1.3： 左龍右乕去不a(ɑŋ)羊。
kyomeishusei2015.07819.1.4： 朱鳥玄武順陰a(ɑŋ)陽。
kyomeishusei2015.07819.1.5： 子孫備具居中b(iɑŋ)央。
kyomeishusei2015.07819.1.6： 長保二親樂富a(ɑŋ)昌。
kyomeishusei2015.07819.1.7： 壽敝金石□矦c(uɑŋ)王。
kyomeishusei2015.07820.1.1： 長樂未央。
kyomeishusei2015.07821.1.1： 魏氏作竟亖夷a(uk)服。
kyomeishusei2015.07821.1.2： 多賀新家人民b(ik)息。
kyomeishusei2015.07821.1.3： 胡虜殄滅天下a(uk)復。
kyomeishusei2015.07821.1.4： 風雨時節五穀a(uk)孰。
kyomeishusei2015.07821.1.5： 官位尊顯蒙錄b(ik)食。
kyomeishusei2015.07821.1.6： 百姓寬憙得佳c(ək)德。
kyomeishusei2015.07821.1.7： 千秋萬年受大a(uk)福。
kyomeishusei2015.07821.1.8： 長保二親子孫b(ik)力。
kyomeishusei2015.07821.1.9： 傳告后世樂毋b(ik)極兮。
kyomeishusei2015.07822.1.1： 桼言之始自有a(iə)紀。
kyomeishusei2015.07822.1.2： 湅銅錫去其b(ə)宰。
kyomeishusei2015.07822.1.3： 辟除不羊宜古a(iə)市。
kyomeishusei2015.07823.1.1： 不明。
kyomeishusei2015.07824.1.1： 吾□明a(iaŋ)竟。
kyomeishusei2015.07824.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.07824.1.3： 配像萬c(iɑŋ)彊。
kyomeishusei2015.07824.1.4： 統德序d(ou)道。
kyomeishusei2015.07824.1.5： 敬奉e(im)賢。
kyomeishusei2015.07824.1.6： 丂f(in)人。
kyomeishusei2015.07825.1.1： 内而光明而a(ieŋ)淸。
kyomeishusei2015.07825.1.2： 湅石峰下a(ieŋ)靑。
kyomeishusei2015.07825.1.3： 見乃己知人a(ieŋ)請。
kyomeishusei2015.07825.1.4： 心志得畢長b(ɛŋ)生。
kyomeishusei2015.07826.1.1： 尙方作竟大無a(ɑŋ)傷。
kyomeishusei2015.07826.1.2： 巧工鑄之成文a(ɑŋ)章。
kyomeishusei2015.07826.1.3： 左龍右乕去不a(ɑŋ)陽。
kyomeishusei2015.07826.1.4： 朱鳥玄武順陰a(ɑŋ)陽。
kyomeishusei2015.07826.1.5： 子孫備具局中b(iɑŋ)央。
kyomeishusei2015.07827.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07827.1.2： 服者君b(iɑŋ)卿。
kyomeishusei2015.07827.1.3： 千秋萬c(ia)歲。
kyomeishusei2015.07827.1.4： 願毌見d(uɑŋ)忘。
kyomeishusei2015.07828.1.1： 不明。
kyomeishusei2015.07829.1.1： 惟此明a(iaŋ)鏡。
kyomeishusei2015.07829.1.2： 煥竝照a(iaŋ)明。
kyomeishusei2015.07829.1.3： 本出吳b(un)郡。
kyomeishusei2015.07829.1.4： 張氏元c(oŋ)公。
kyomeishusei2015.07829.1.5： 百湅千d(iek)辟。
kyomeishusei2015.07829.1.6： □別文e(ɑŋ)章。
kyomeishusei2015.07829.1.7： 左龍右f(ɑ)乕。
kyomeishusei2015.07829.1.8： 招福除央□。
kyomeishusei2015.07829.1.9： 其師命e(ɑŋ)長。
kyomeishusei2015.07830.1.1： 元嘉三a(en)年。
kyomeishusei2015.07830.1.2： 正月丙午造b(ɑk)作兮。
kyomeishusei2015.07830.1.3： 尙方明c(iaŋ)竟兮。
kyomeishusei2015.07830.1.4： 廣漢西d(ok)蜀兮。
kyomeishusei2015.07830.1.5： 幽湅三e(ɑŋ)商。
kyomeishusei2015.07830.1.6： 周刻無f(ou)道兮。
kyomeishusei2015.07830.1.7： 世有光c(iaŋ)明兮。
kyomeishusei2015.07830.1.8： 命師壽e(ɑŋ)長兮。
kyomeishusei2015.07831.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07831.1.2： 幽湅三b(ɑŋ)岡。
kyomeishusei2015.07831.1.3： 配像萬a(iaŋ)京。
kyomeishusei2015.07831.1.4： 敬奉賢a(iaŋ)良。
kyomeishusei2015.07831.1.5： 周刻無c(ɨə)祉。
kyomeishusei2015.07831.1.6： 衆華主b(ɑŋ)陽。
kyomeishusei2015.07831.1.7： 世得光a(iaŋ)明。
kyomeishusei2015.07831.1.8： 士至三d(oŋ)公。
kyomeishusei2015.07831.1.9： 生如山e(ak)石。
kyomeishusei2015.07831.1.10： 其人命b(ɑŋ)長。
kyomeishusei2015.07832.1.1： 宋氏作竟四夷a(uk)服。
kyomeishusei2015.07832.1.2： 多賀君家人民b(ik)息。
kyomeishusei2015.07832.1.3： 胡羌除滅天下a(uk)腹。
kyomeishusei2015.07832.1.4： 風雨時節五穀a(uk)孰。
kyomeishusei2015.07832.1.5： 官位尊顯蒙錄c(iə)食。
kyomeishusei2015.07832.1.6： 長二親c(iə)子。
kyomeishusei2015.07833.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07833.1.2： 幽湅宮b(ɑŋ)商。
kyomeishusei2015.07833.1.3： 周羅容c(iɑŋ)象。
kyomeishusei2015.07833.1.4： 五帝天b(ɑŋ)皇。
kyomeishusei2015.07833.1.5： 白牙彈d(ɨm)琴。
kyomeishusei2015.07833.1.6： 黃帝e(ioŋ)兇。
kyomeishusei2015.07833.1.7： 朱鳥玄f(uɑ)武。
kyomeishusei2015.07833.1.8： 白乕靑e(ioŋ)龍。
kyomeishusei2015.07833.1.9： 君宜高h(uɑn)官。
kyomeishusei2015.07833.1.10： 位至三i(oŋ)公。
kyomeishusei2015.07834.1.1： 靑盖作鏡大毌a(ɑŋ)傷。
kyomeishusei2015.07834.1.2： 巧工刻之成文a(ɑŋ)章。
kyomeishusei2015.07834.1.3： 左龍右乕辟不a(ɑŋ)羊。
kyomeishusei2015.07834.1.4： 朱鳥玄武順陰a(ɑŋ)陽。
kyomeishusei2015.07834.1.5： 子孫備具居中b(iɑŋ)央。
kyomeishusei2015.07835.1.1： 吾目a(iaŋ)竟。
kyomeishusei2015.07835.1.2： 幽湅b(uan)川。
kyomeishusei2015.07835.1.3： 成文c(ɑŋ)章。
kyomeishusei2015.07835.1.4： 上有四守不c(ɑŋ)羊。
kyomeishusei2015.07835.1.5： 宜d(o)矦。
kyomeishusei2015.07836.1.1： 家常貴富。
kyomeishusei2015.07837.1.1： 大樂貴a(u)富。
kyomeishusei2015.07837.1.2： 得所b(ou)好。
kyomeishusei2015.07837.1.3： 千秋萬c(ia)歲。
kyomeishusei2015.07837.1.4： 延年益a(u)壽。
kyomeishusei2015.07838.1.1： 長宜子孫。
kyomeishusei2015.07839.1.1： 尙方作竟大毋a(ɑŋ)傷。
kyomeishusei2015.07839.1.2： 巧工刻之成文a(ɑŋ)章。
kyomeishusei2015.07839.1.3： 左龍右乕去不a(ɑŋ)羊。
kyomeishusei2015.07839.1.4： 朱鳥玄武順陰a(ɑŋ)陽。
kyomeishusei2015.07839.1.5： 子孫備具居中b(iɑŋ)央。
kyomeishusei2015.07840.1.1： 長樂未央。
kyomeishusei2015.07841.1.1： 宜子孫。
kyomeishusei2015.07842.1.1： 長宜子孫。
kyomeishusei2015.07843.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07843.1.2： 天下大b(iaŋ)明。
kyomeishusei2015.07844.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07844.1.2： 長樂未b(iɑŋ)央。
kyomeishusei2015.07845.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07845.1.2： 長樂未b(iɑŋ)央。
kyomeishusei2015.07846.1.1： 長宜子孫。
kyomeishusei2015.07847.1.1： 内淸質以昭a(iaŋ)明。
kyomeishusei2015.07847.1.2： 光輝象夫日b(iɑt)月。
kyomeishusei2015.07847.1.3： 心忽穆而願c(uŋ)忠。
kyomeishusei2015.07847.1.4： 然雍塞而不d(a)泄。
kyomeishusei2015.07848.1.1： 長宜子孫。
kyomeishusei2015.07849.1.1： 内而淸而以而昭而明而光而象而夫而日而月而世與天無亟而日月之光。
kyomeishusei2015.07850.1.1： 湅治銅華淸而a(iaŋ)明。
kyomeishusei2015.07850.1.2： 以之爲鏡宜文b(ɑŋ)章。
kyomeishusei2015.07850.1.3： 延年益壽而去不b(ɑŋ)羊。
kyomeishusei2015.07851.1.1： 絜淸白而事a(un)君。
kyomeishusei2015.07851.1.2： 惌沄驩之合b(iaŋ)明。
kyomeishusei2015.07851.1.3： 彶玄錫之流c(ak)澤。
kyomeishusei2015.07851.1.4： 疎遠而日d(uɑŋ)忘。
kyomeishusei2015.07851.1.5： 懷美之窮e(ion)願之。
kyomeishusei2015.07852.1.1： 家常貴富。
kyomeishusei2015.07853.1.1： 家常貴富。
kyomeishusei2015.07854.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07854.1.2： 長相b(iə)思。
kyomeishusei2015.07854.1.3： 毋相c(uɑŋ)忘。
kyomeishusei2015.07855.1.1： 日有憙月有a(u)富。
kyomeishusei2015.07855.1.2： 樂毋事宜酒b(iə)食。
kyomeishusei2015.07855.1.3： 居必安毋憂c(uan)患。
kyomeishusei2015.07855.1.4： 竽瑟侍心志d(uɑn)歡。
kyomeishusei2015.07855.1.5： 樂已茂固e(ɑŋ)常。
kyomeishusei2015.07856.1.1： 家常貴富。
kyomeishusei2015.07857.1.1： 漢有善出丹a(ɑŋ)揚。
kyomeishusei2015.07857.1.2： 和巳銀錫靑且b(iaŋ)明。
kyomeishusei2015.07857.1.3： 左龍主亖a(ɑŋ)彭。
kyomeishusei2015.07857.1.4： 八子九c(uən)孫。
kyomeishusei2015.07858.1.1： 湅治銅華淸而a(iaŋ)明。
kyomeishusei2015.07858.1.2： 以之爲鏡而宜文b(ɑŋ)章。
kyomeishusei2015.07858.1.3： 延年益壽而去不b(ɑŋ)羊。
kyomeishusei2015.07858.1.4： 與天無亟而日月b(ɑŋ)光。
kyomeishusei2015.07858.1.5： c(ɑ)與。
kyomeishusei2015.07859.1.1： 長宜子孫。
kyomeishusei2015.07860.1.1： 長宜子孫。
kyomeishusei2015.07861.1.1： 尙方作竟眞大a(ɔu)巧。
kyomeishusei2015.07861.1.2： 上有仙人不知b(ou)老。
kyomeishusei2015.07861.1.3： 渴汲王泉㲹食b(ou)棗。
kyomeishusei2015.07861.1.4： 浮游天c(a)下。
kyomeishusei2015.07862.1.1： 長樂未央。
kyomeishusei2015.07863.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07863.1.2： 長不相b(uɑŋ)忘。
kyomeishusei2015.07864.1.1： 内而淸而以而昭而a(iaŋ)明。
kyomeishusei2015.07864.1.2： 光象而日b(iɑt)月。
kyomeishusei2015.07865.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07865.1.2： 天下大b(iaŋ)明。
kyomeishusei2015.07866.1.1： 内淸之以昭a(iaŋ)明。
kyomeishusei2015.07866.1.2： 光象而日而b(iɑt)月。
kyomeishusei2015.07866.1.3： 忽心不c(a)泄。
kyomeishusei2015.07867.1.1： 内而淸而以而昭而明而光而象夫日月不。
kyomeishusei2015.07868.1.1： 長宜子孫。
kyomeishusei2015.07869.1.1： 長宜子孫。
kyomeishusei2015.07870.1.1： 尙方作竟眞大a(oŋ)工。
kyomeishusei2015.07870.1.2： 上有仙人不知b(ou)老。
kyomeishusei2015.07870.1.3： 汲渴c(uɑŋ)王。
kyomeishusei2015.07871.1.1： 湅治銅華淸而a(iaŋ)明。
kyomeishusei2015.07871.1.2： 以之爲鏡而宜文b(ɑŋ)章。
kyomeishusei2015.07871.1.3： 延年益壽去不b(ɑŋ)羊。
kyomeishusei2015.07871.1.4： 與天無亟而日月之b(ɑŋ)光。
kyomeishusei2015.07871.1.5： 千秋萬c(ia)歲。
kyomeishusei2015.07872.1.1： 尙方作竟眞大a(eŋ)圢。
kyomeishusei2015.07872.1.2： 上有仙人不知b(ou)老。
kyomeishusei2015.07872.1.3： 非囘名山采之b(ou)草。
kyomeishusei2015.07872.1.4： 渴汲王泉㲹食b(ou)棗。
kyomeishusei2015.07872.1.5： 天下敖亖c(ə)海。
kyomeishusei2015.07872.1.6： d(ɔk)樂兮。
kyomeishusei2015.07873.1.1： 章和元a(en)年。
kyomeishusei2015.07873.1.2： 五月丙午日中b(ɑk)作。
kyomeishusei2015.07873.1.3： 服宜者子孫多c(uən)孫。
kyomeishusei2015.07874.1.1： 内而淸而以而昭而明而光夫日而月。
kyomeishusei2015.07875.1.1： 胡氏作鏡世少a(u)有。
kyomeishusei2015.07875.1.2： 倉龍在左白乕在a(u)右。
kyomeishusei2015.07875.1.3： 作吏高升沽萬b(iə)里。
kyomeishusei2015.07875.1.4： 羊宜孫b(iə)子。
kyomeishusei2015.07875.1.5： 山人王爲高赤甬b(iə)子。
kyomeishusei2015.07876.1.1： 張氏作。
kyomeishusei2015.07877.1.1： 不明。
kyomeishusei2015.07878.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07878.1.2： 幽湅b(ɑm)三。
kyomeishusei2015.07878.1.3： c(u)周。
kyomeishusei2015.07878.1.4： 女d(iɑi)宜。
kyomeishusei2015.07878.1.5： 其師命e(ɑŋ)長。
kyomeishusei2015.07879.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07879.1.2： 幽湅b(ɑm)三。
kyomeishusei2015.07879.1.3： 。
kyomeishusei2015.07879.1.4： 光a(iaŋ)明。
kyomeishusei2015.07879.1.5： 富貴安c(ɔk)樂。
kyomeishusei2015.07879.1.6： 子孫番d(ɑŋ)昌。
kyomeishusei2015.07879.1.7： 士至公e(iɑŋ)卿。
kyomeishusei2015.07879.1.8： 。
kyomeishusei2015.07880.1.1： 吾作a(iaŋ)鏡。
kyomeishusei2015.07880.1.2： 幽湅三b(ɑŋ)岡。
kyomeishusei2015.07880.1.3： 貴番b(ɑŋ)長。
kyomeishusei2015.07881.1.1： 不明。
kyomeishusei2015.07882.1.1： 長宜子孫。
kyomeishusei2015.07883.1.1： 君宜高官。
kyomeishusei2015.07884.1.1： 君宜高官。
kyomeishusei2015.07885.1.1： 熹平三a(en)年。
kyomeishusei2015.07885.1.2： 正月丙b(ɑ)午。
kyomeishusei2015.07885.1.3： 吾造c(ɑk)作。
kyomeishusei2015.07885.1.4： 尙方明d(iaŋ)竟。
kyomeishusei2015.07885.1.5： 廣漢西e(ok)蜀。
kyomeishusei2015.07885.1.6： 世得光d(iaŋ)明。
kyomeishusei2015.07885.1.7： 買人大f(u)富。
kyomeishusei2015.07885.1.8： 延年益f(u)受。
kyomeishusei2015.07886.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07886.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.07886.1.3： 。
kyomeishusei2015.07886.1.4： 配象萬c(iɑŋ)彊。
kyomeishusei2015.07886.1.5： 天禽四d(u)首。
kyomeishusei2015.07886.1.6： 銜持維剛d(u)首。
kyomeishusei2015.07886.1.7： 其師命b(ɑŋ)長。
kyomeishusei2015.07886.1.8： 服者敬奉賢a(iaŋ)良。
kyomeishusei2015.07886.1.9： 曾年益d(u)壽。
kyomeishusei2015.07886.1.10： 富貴興e(ə)始。
kyomeishusei2015.07886.1.11： 大f(it)吉。
kyomeishusei2015.07886.1.12： 子孫番b(ɑŋ)昌。
kyomeishusei2015.07887.1.1： 大樂貴a(u)富。
kyomeishusei2015.07887.1.2： 千秋萬b(ia)歲。
kyomeishusei2015.07887.1.3： 冝酒c(iə)食。
kyomeishusei2015.07888.1.1： 絜淸白而事a(un)君。
kyomeishusei2015.07888.1.2： 惌沄之弇b(iaŋ)明。
kyomeishusei2015.07888.1.3： 玄錫之流c(ak)澤。
kyomeishusei2015.07888.1.4： 恐疎而日d(uɑŋ)忘。
kyomeishusei2015.07888.1.5： 美人外承可e(uɑ)兌。
kyomeishusei2015.07888.1.6： 慕b(iaŋ)景。
kyomeishusei2015.07888.1.7： 願永f(iə)思。
kyomeishusei2015.07889.1.1： 内淸質以昭a(iaŋ)明。
kyomeishusei2015.07889.1.2： 光象夫日b(iɑt)月。
kyomeishusei2015.07889.1.3： 心忽穆而c(uŋ)忠。
kyomeishusei2015.07890.1.1： 張氏作竟眞大a(ou)好。
kyomeishusei2015.07890.1.2： 上有仙人不知a(ou)老。
kyomeishusei2015.07890.1.3： 渴汲王泉飢食a(ou)棗。
kyomeishusei2015.07890.1.4： 浮游天下敖亖b(ə)海。
kyomeishusei2015.07890.1.5： 壽而今石爲國a(ou)保。
kyomeishusei2015.07891.1.1： 宜子孫。
kyomeishusei2015.07892.1.1： 東王公白乕。
kyomeishusei2015.07893.1.1： 長宜子孫。
kyomeishusei2015.07894.1.1： 靑勝作竟四夷a(uk)服。
kyomeishusei2015.07894.1.2： 多賀國家人民b(ik)息。
kyomeishusei2015.07894.1.3： 胡虜殄滅天下a(uk)復。
kyomeishusei2015.07894.1.4： 風雨時節五穀a(uk)孰。
kyomeishusei2015.07894.1.5： 長保二親得天b(ik)力。
kyomeishusei2015.07894.1.6： 傳告后世樂無b(ik)亟兮。
kyomeishusei2015.07895.1.1： 騶氏作竟四夷a(uk)服。
kyomeishusei2015.07895.1.2： 多賀國家人民b(ik)息。
kyomeishusei2015.07895.1.3： 胡虜殄滅天下a(uk)復。
kyomeishusei2015.07895.1.4： 風雨時節五穀a(uk)孰。
kyomeishusei2015.07895.1.5： 長保二親得天b(ik)力。
kyomeishusei2015.07895.1.6： 傳c(ou)告兮。
kyomeishusei2015.07896.1.1： 宜子孫。
kyomeishusei2015.07897.1.1： 内而光明而a(ieŋ)淸。
kyomeishusei2015.07897.1.2： 湅石華下之a(ieŋ)菁。
kyomeishusei2015.07897.1.3： 見弓已知人a(ieŋ)情。
kyomeishusei2015.07897.1.4： 心志得畢長b(ɛŋ)生。
kyomeishusei2015.07898.1.1： 新興辟雍建明a(ɑŋ)堂。
kyomeishusei2015.07898.1.2： 然于舉土列矦b(uɑŋ)王。
kyomeishusei2015.07898.1.3： 將軍令尹民戶a(ɑŋ)行。
kyomeishusei2015.07898.1.4： 靑b(uɑŋ)黃。
kyomeishusei2015.07898.1.5： 諸生萬舍在北b(uɑŋ)方。
kyomeishusei2015.07898.1.6： 郊祀星宿竝共b(uɑŋ)皇。
kyomeishusei2015.07898.1.7： 左龍右乕主四a(ɑŋ)彭。
kyomeishusei2015.07898.1.8： 子孫復具治中c(iɑŋ)央。
kyomeishusei2015.07899.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07899.1.2： 服者君b(iɑŋ)卿。
kyomeishusei2015.07899.1.3： 所言當c(it)必。
kyomeishusei2015.07900.1.1： 作佳鏡a(ə)才。
kyomeishusei2015.07900.1.2： b(un)文。
kyomeishusei2015.07900.1.3： 左龍右c(ɑ)乕。
kyomeishusei2015.07900.1.4： 朱爵龜d(a)蛇。
kyomeishusei2015.07900.1.5： 淸明麗e(ou)好。
kyomeishusei2015.07900.1.6： 長者明f(im)賢。
kyomeishusei2015.07900.1.7： 人生得a(ə)志。
kyomeishusei2015.07900.1.8： 何以h(o)矦。
kyomeishusei2015.07901.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07901.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.07901.1.3： 周刻無c(ɨə)祉。
kyomeishusei2015.07901.1.4： 配象萬d(iɑŋ)彊。
kyomeishusei2015.07901.1.5： 。
kyomeishusei2015.07901.1.6： 。
kyomeishusei2015.07901.1.7： 。
kyomeishusei2015.07901.1.8： 子孫番b(ɑŋ)昌。
kyomeishusei2015.07901.1.9： 曾年益e(u)壽。
kyomeishusei2015.07901.1.10： 。
kyomeishusei2015.07902.1.1： 靑大毋a(ɑŋ)傷。
kyomeishusei2015.07902.1.2： 巧工刻之成文a(ɑŋ)章。
kyomeishusei2015.07902.1.3： 左龍右乕辟不a(ɑŋ)羊。
kyomeishusei2015.07902.1.4： 朱鳥玄武調陰a(ɑŋ)陽。
