kyomeishusei2015.00001.1.1： 脩相思、毌相a忘。
kyomeishusei2015.07946.1.4： 與天無亟如日月a光。
kyomeishusei2015.07947.1.1： 内淸之以昭a明。
kyomeishusei2015.07947.1.2： 光而象夫日a月。
kyomeishusei2015.07947.1.3： 心忽穆而塞不a泄。
kyomeishusei2015.07948.1.1： 大樂a貴。
kyomeishusei2015.07948.1.2： 千秋萬a歲。
kyomeishusei2015.07948.1.3： 宜酒a食。
kyomeishusei2015.07949.1.1： 不a明。
kyomeishusei2015.07950.1.1： 長宜君a官。
kyomeishusei2015.07951.1.1： 壽如金a石。
kyomeishusei2015.07952.1.1： 和日之a光。
kyomeishusei2015.07952.1.2： 服此君a卿。
kyomeishusei2015.07953.1.1： 常宜子a孫。
kyomeishusei2015.07954.1.1： 辛有善銅出丹a陽。
kyomeishusei2015.07954.1.2： 和巳銀靑且a明。
kyomeishusei2015.07954.1.3： 左龍右乕主四a彭。
kyomeishusei2015.07954.1.4： 八a子。
kyomeishusei2015.07955.1.1： 千秋萬a歲。
kyomeishusei2015.07956.1.1： 尙方作竟眞大a仁。
kyomeishusei2015.07956.1.2： 上有仙人不知a老。
kyomeishusei2015.07956.1.3： 渴汲玉泉㲹食a棗兮。
kyomeishusei2015.07957.1.1： 上大山見神a人。
kyomeishusei2015.07957.1.2： 食玉央飮澧a泉。
kyomeishusei2015.07957.1.3： 駕交龍乘浮a雲。
kyomeishusei2015.07957.1.4： 君宜官秩保子a孫。
kyomeishusei2015.07958.1.1： 内淸質以昭a明。
kyomeishusei2015.07958.1.2： 光而象夫日a月。
kyomeishusei2015.07958.1.3： 心忽而願a忠。
kyomeishusei2015.07958.1.4： 然雍而塞而不a泄兮。
kyomeishusei2015.07959.1.1： 尙方作竟眞大a仁。
kyomeishusei2015.07959.1.2： 上有山人不知a老。
kyomeishusei2015.07959.1.3： 渴汲王泉㲹食a棗。
kyomeishusei2015.07959.1.4： 非囘天下敖四a海。
kyomeishusei2015.07959.1.5： 官a大。
kyomeishusei2015.07960.1.1： 内淸質以昭a明。
kyomeishusei2015.07960.1.2： 光輝象夫日a月。
kyomeishusei2015.07960.1.3： 心忽穆而願a忠。
kyomeishusei2015.07960.1.4： 然願a忠。
kyomeishusei2015.07960.1.5： 然雍塞不a泄。
kyomeishusei2015.07961.1.1： 吾作明a鏡。
kyomeishusei2015.07961.1.2： 幽湅三a商。
kyomeishusei2015.07961.1.3： 雕刻無a祉。
kyomeishusei2015.07961.1.4： 配像萬a彊。
kyomeishusei2015.07961.1.5： 白牙擧a樂。
kyomeishusei2015.07961.1.6： 衆神見a容。
kyomeishusei2015.07961.1.7： 百竝a存。
kyomeishusei2015.07961.1.8： 福祿是a從。
kyomeishusei2015.07961.1.9： 富貴a安。
kyomeishusei2015.07961.1.10： 子孫番a昌。
kyomeishusei2015.07961.1.11： 曾年益a壽。
kyomeishusei2015.07961.1.12： 其師命a長。
kyomeishusei2015.07962.1.1： 吾作明幽三周a文。
kyomeishusei2015.07963.1.1： 吾作明a竟。
kyomeishusei2015.07963.1.2： 幽湅三a商。
kyomeishusei2015.07963.1.3： 周刻無a亟。
kyomeishusei2015.07963.1.4： 配像萬a彊。
kyomeishusei2015.07963.1.5： 白牙奏a樂。
kyomeishusei2015.07963.1.6： 衆見a容。
kyomeishusei2015.07963.1.7： 天禽四a存。
kyomeishusei2015.07963.1.8： 福祿是a從。
kyomeishusei2015.07963.1.9： 竟常a羊。
kyomeishusei2015.07963.1.10： 子孫番a昌。
kyomeishusei2015.07964.1.1： 尙方作竟眞大a圢。
kyomeishusei2015.07964.1.2： 上又山人不知a老。
kyomeishusei2015.07964.1.3： 渴王泉㲹食a棗。
kyomeishusei2015.07964.1.4： 浮由天a下。
kyomeishusei2015.07965.1.1： 吾作明a竟。
kyomeishusei2015.07965.1.2： 幽湅宮a商。
kyomeishusei2015.07965.1.3： 周羅容a象。
kyomeishusei2015.07965.1.4： 五帝天a皇。
kyomeishusei2015.07965.1.5： 白牙彈a琴。
kyomeishusei2015.07965.1.6： 黃帝除a凶。
kyomeishusei2015.07965.1.7： 朱鳥玄a武。
kyomeishusei2015.07965.1.8： 白乕靑a龍。
kyomeishusei2015.07965.1.9： 君宜高a官。
kyomeishusei2015.07965.1.10： 位至三a公。
kyomeishusei2015.07966.1.1： 君宜高a官。
kyomeishusei2015.07967.1.1： 僞銘a帶。
kyomeishusei2015.07968.1.1： 癸酉卯日豐a正。
kyomeishusei2015.07969.1.1： 三羊作竟大毋a傷。
kyomeishusei2015.07969.1.2： 巧工刻之成文a章。
kyomeishusei2015.07969.1.3： 樂未a央。
kyomeishusei2015.07970.1.1： 長宜子a孫。
kyomeishusei2015.07971.1.1： 宜子a孫。
kyomeishusei2015.07972.1.1： 立至三a公。
kyomeishusei2015.07973.1.1： 内而光明而a淸。
kyomeishusei2015.07973.1.2： 東石華之a菁。
kyomeishusei2015.07973.1.3： 見乃已而人a菁。
kyomeishusei2015.07973.1.4： 長a生。
kyomeishusei2015.07974.1.1： 日有憙月有a富。
kyomeishusei2015.07974.1.2： 樂毋事冝酒a食。
kyomeishusei2015.07974.1.3： 居必安毋憂a患。
kyomeishusei2015.07974.1.4： 竽瑟侍心志a驩。
kyomeishusei2015.07974.1.5： 樂已茂a固。
kyomeishusei2015.07975.1.1： 長宜子a孫。
kyomeishusei2015.07976.1.1： 長宜子a孫。
kyomeishusei2015.07977.1.1： 上大山見神a人。
kyomeishusei2015.07977.1.2： 食小央飮澧a泉。
kyomeishusei2015.07977.1.3： 駕交龍乘a浮。
kyomeishusei2015.07978.1.1： 吾作明a竟。
kyomeishusei2015.07978.1.2： 幽湅三a商。
kyomeishusei2015.07978.1.3： 。
kyomeishusei2015.07978.1.4： 大吉a羊。
kyomeishusei2015.07979.1.1： 長樂未a央。
kyomeishusei2015.07979.1.2： 長毋相a忘。
kyomeishusei2015.07980.1.1： 見日之a光。
kyomeishusei2015.07980.1.2： 天下大a陽。
kyomeishusei2015.07980.1.3： 長樂未a央。
kyomeishusei2015.07981.1.1： 長毋相a忘。
kyomeishusei2015.07982.1.1： 吾作明a鏡。
kyomeishusei2015.07982.1.2： 幽湅三a商。
kyomeishusei2015.07982.1.3： 周a無。
kyomeishusei2015.07982.1.4： 師亟萬a彊。
kyomeishusei2015.07982.1.5： 白牙擧a樂。
kyomeishusei2015.07982.1.6： 衆神見a容。
kyomeishusei2015.07982.1.7： 天禽竝a存。
kyomeishusei2015.07982.1.8： 福祿a自。
kyomeishusei2015.07982.1.9： 大吉a羊。
kyomeishusei2015.07983.1.1： 内淸質以昭a明。
kyomeishusei2015.07983.1.2： 光輝象夫日a月。
kyomeishusei2015.07983.1.3： 心忽穆而a願。
kyomeishusei2015.07983.1.4： 然壅塞而不a泄。
kyomeishusei2015.07984.1.1： 内淸質以昭a明。
kyomeishusei2015.07984.1.2： 光日a月。
kyomeishusei2015.07984.1.3： 心忽穆而願a忠。
kyomeishusei2015.07984.1.4： 然雍塞而不a泄。
kyomeishusei2015.07985.1.1： 内而淸而以昭a明。
kyomeishusei2015.07985.1.2： 光象夫日a月。
kyomeishusei2015.07985.1.3： 心忽而a忠。
kyomeishusei2015.07985.1.4： 然雍塞而不a泄。
kyomeishusei2015.07986.1.1： 秋風a起。
kyomeishusei2015.07986.1.2： 使心a悲。
kyomeishusei2015.07986.1.3： 道路a遠。
kyomeishusei2015.07986.1.4： 侍前a希。
kyomeishusei2015.07987.1.1： 湅治銅華淸而a明。
kyomeishusei2015.07987.1.2： 以之爲鏡冝文a章。
kyomeishusei2015.07987.1.3： 延年益壽辟不a羊。
kyomeishusei2015.07987.1.4： 與天無亟如日a光。
kyomeishusei2015.07987.1.5： 千秋萬a歲。
kyomeishusei2015.07987.1.6： 長樂未a央。
kyomeishusei2015.07988.1.1： 長樂未a央。
kyomeishusei2015.07989.1.1： 海來a君。
kyomeishusei2015.07989.1.2： 上王a堂。
kyomeishusei2015.07989.1.3： 張六a博。
kyomeishusei2015.07989.1.4： 行a傳。
kyomeishusei2015.07989.1.5： a作。
kyomeishusei2015.07989.1.6： 樂大a王。
kyomeishusei2015.07989.1.7： 服者a貴。
kyomeishusei2015.07989.1.8： 日有a護。
kyomeishusei2015.07989.1.9： 萬歲a嘉。
kyomeishusei2015.07989.1.10： 宜子a孫。
kyomeishusei2015.07990.1.1： 宜子a孫。
kyomeishusei2015.07991.1.1： 漢有善銅出丹a陽。
kyomeishusei2015.07991.1.2： 和已銀錫靑且a明。
kyomeishusei2015.07992.1.1： 上大山見神a人。
kyomeishusei2015.07992.1.2： 食玉英飮澧a泉。
kyomeishusei2015.07992.1.3： 駕交龍乘浮a雲。
kyomeishusei2015.07992.1.4： 宜官秩保子a孫。
kyomeishusei2015.07992.1.5： a行。
kyomeishusei2015.07993.1.1： 湅治銅華淸而a明。
kyomeishusei2015.07993.1.2： 以之爲鏡冝文a章。
kyomeishusei2015.07993.1.3： 延年益壽辟不a羊。
kyomeishusei2015.07993.1.4： 與天無亟a如。
kyomeishusei2015.07994.1.1： 淸湅銅a華。
kyomeishusei2015.07994.1.2： 雜錫銀a黃。
kyomeishusei2015.07994.1.3： 以成明a鏡。
kyomeishusei2015.07994.1.4： 名文a章。
kyomeishusei2015.07994.1.5： 延年益a壽。
kyomeishusei2015.07994.1.6： 長樂未a央。
kyomeishusei2015.07994.1.7： 壽敝金a石。
kyomeishusei2015.07994.1.8： 具爲天a常。
kyomeishusei2015.07994.1.9： 善若無a傷兮。
kyomeishusei2015.07995.1.1： 桼言之紀從鏡a始。
kyomeishusei2015.07995.1.2： 倉龍居左乕在a右。
kyomeishusei2015.07995.1.3： 辟去不羊宜古a市。
kyomeishusei2015.07995.1.4： 長保二親利孫a子。
kyomeishusei2015.07996.1.1： 尙方作竟眞大a圢。
kyomeishusei2015.07996.1.2： 上有山人不知a老。
kyomeishusei2015.07996.1.3： 渴汲王泉㲹a食。
kyomeishusei2015.07997.1.1： 尙方作竟眞大a好。
kyomeishusei2015.07997.1.2： 上有山人不知a老。
kyomeishusei2015.07997.1.3： 渴汲王泉㲹食a棗。
kyomeishusei2015.07997.1.4： 浮游天下敖a亖。
kyomeishusei2015.07998.1.1： 長宜子a孫。
kyomeishusei2015.07999.1.1： 巧工作竟大毋a傷。
kyomeishusei2015.07999.1.2： 浮周連出建四a方。
kyomeishusei2015.07999.1.3： 白乕辟邪居中a央。
kyomeishusei2015.07999.1.4： 長保二親a樂兮。
kyomeishusei2015.08000.1.1： 内而靑而以而昭而明而光而夫而象而日而月而a不。
kyomeishusei2015.08001.1.1： 白牙擧a樂。
kyomeishusei2015.08001.1.2： 衆神見a容。
kyomeishusei2015.08001.1.3： 百精竝a存。
kyomeishusei2015.08001.1.4： 天禽四a首。
kyomeishusei2015.08001.1.5： 。
kyomeishusei2015.08001.1.6： 子a孫。
kyomeishusei2015.08001.1.7： 。
kyomeishusei2015.08001.1.8： 。
kyomeishusei2015.08001.1.9： 。
kyomeishusei2015.08001.1.10： 。
kyomeishusei2015.08001.1.11： 。
kyomeishusei2015.08001.1.12： 。
kyomeishusei2015.08002.1.1： 不a明。
kyomeishusei2015.08003.1.1： a女。
kyomeishusei2015.08003.1.2： 制取善同出丹a陽。
kyomeishusei2015.08003.1.3： 和已銀錫靑且a明。
kyomeishusei2015.08003.1.4： 名工刻之成文a章。
kyomeishusei2015.08003.1.5： 上有六畜各昊a名。
kyomeishusei2015.08003.1.6： 武朱a主。
kyomeishusei2015.08004.1.1： 潘師作a竟。
kyomeishusei2015.08004.1.2： 幽湅三a商。
kyomeishusei2015.08004.1.3： 宜子a孫。
kyomeishusei2015.08005.1.1： 吾作明a竟。
kyomeishusei2015.08005.1.2： 幽湅三a商。
kyomeishusei2015.08005.1.3： 天王a日。
kyomeishusei2015.08006.1.1： 長宜泉a子。
kyomeishusei2015.08007.1.1： 吾作明a鏡。
kyomeishusei2015.08007.1.2： 幽湅三a商。
kyomeishusei2015.08007.1.3： 雕刻a無。
kyomeishusei2015.08007.1.4： 配象萬a彊。
kyomeishusei2015.08007.1.5： 白牙擧a樂。
kyomeishusei2015.08007.1.6： 衆神見a容。
kyomeishusei2015.08007.1.7： 天禽四a首。
kyomeishusei2015.08007.1.8： 銜持維剛a首。
kyomeishusei2015.08007.1.9： 子山番a昌。
kyomeishusei2015.08007.1.10： 見師命長宜a矦。
kyomeishusei2015.08008.1.1： 氏作竟四a夷。
kyomeishusei2015.08008.1.2： 胡虜盡滅天下a服。
kyomeishusei2015.08008.1.3： 多賀國家人民a息。
kyomeishusei2015.08009.1.1： 新有善同出丹a陽。
kyomeishusei2015.08009.1.2： 取之爲竟靑a且。
kyomeishusei2015.08010.1.1： 漢有善銅出丹a易。
kyomeishusei2015.08010.1.2： 取之爲竟淸且a明。
kyomeishusei2015.08010.1.3： 左龍右a乕。
kyomeishusei2015.08011.1.1： 長宜子a孫。
kyomeishusei2015.08012.1.1： 長宜子a孫。
kyomeishusei2015.08013.1.1： 長宜子a孫。
kyomeishusei2015.08014.1.1： 長宜子a孫。
kyomeishusei2015.08015.1.1： 上方作竟佳且a好。
kyomeishusei2015.08015.1.2： 明而日月世少a有。
kyomeishusei2015.08015.1.3： 刻治今守悉皆a在。
kyomeishusei2015.08015.1.4： 長二保二a亲矣。
kyomeishusei2015.08016.1.1： 陳氏作竟四夷a服。
kyomeishusei2015.08016.1.2： 多賀國家人民a息。
kyomeishusei2015.08016.1.3： 胡虜殄滅天下a復。
kyomeishusei2015.08016.1.4： 雨時節五穀a孰。
kyomeishusei2015.08016.1.5： 長保二親得天a力。
kyomeishusei2015.08017.1.1： 徐氏作竟大毋a傷。
kyomeishusei2015.08017.1.2： 上有天祿居中a央。
kyomeishusei2015.08017.1.3： 四方具受各順a行。
kyomeishusei2015.08017.1.4： 令人富貴如矦a王。
kyomeishusei2015.08018.1.1： 東王公西王母白乕王a女。
kyomeishusei2015.08019.1.1： 靑羊作竟四夷a服。
kyomeishusei2015.08019.1.2： 多賀國家民人a息。
kyomeishusei2015.08019.1.3： 胡虜殄滅天下a復兮。
kyomeishusei2015.08020.1.1： 作明a竟。
kyomeishusei2015.08020.1.2： 淸如a光。
kyomeishusei2015.08020.1.3： 宜矦a王。
kyomeishusei2015.08021.1.1： 東王公西王a母。
kyomeishusei2015.08022.1.1： 王氏作竟世少a有。
kyomeishusei2015.08022.1.2： 東王公西王a母。
kyomeishusei2015.08022.1.3： 仙人奉之侍左a右。
kyomeishusei2015.08022.1.4： 辟邪左佳且a好。
kyomeishusei2015.08023.1.1： 見之a光。
kyomeishusei2015.08023.1.2： 長a壽。
kyomeishusei2015.08023.1.3： 日月之a明。
kyomeishusei2015.08024.1.1： 家常貴a富。
kyomeishusei2015.08024.1.2： 見日之a光。
kyomeishusei2015.08024.1.3： 長毋相a忘。
kyomeishusei2015.08025.1.1： 家常貴a富。
kyomeishusei2015.08026.1.1： 見日之a光。
kyomeishusei2015.08026.1.2： 天下大a陽。
kyomeishusei2015.08027.1.1： 善佳竟哉眞大a好。
kyomeishusei2015.08027.1.2： 上有仙人采之草渴a飮。
kyomeishusei2015.08028.1.1： 見日之a光。
kyomeishusei2015.08028.1.2： 長樂未a央。
kyomeishusei2015.08029.1.1： 淸質以昭a明。
kyomeishusei2015.08029.1.2： 光象夫日a月。
kyomeishusei2015.08029.1.3： 心忽穆a不。
kyomeishusei2015.08030.1.1： 見日之a光。
kyomeishusei2015.08030.1.2： 天下大a明。
kyomeishusei2015.08030.1.3： 千秋萬a歲。
kyomeishusei2015.08030.1.4： 長樂未a央。
kyomeishusei2015.08031.1.1： 絜淸白而事a君。
kyomeishusei2015.08031.1.2： 志驩沄之合a明。
kyomeishusei2015.08031.1.3： 汲玄錫之流a澤。
kyomeishusei2015.08031.1.4： 恐疏而日a忘。
kyomeishusei2015.08031.1.5： 美人外承可a兌。
kyomeishusei2015.08031.1.6： a靈。
kyomeishusei2015.08031.1.7： 願永思而毋a絕。
kyomeishusei2015.08032.1.1： 長樂未a央。
kyomeishusei2015.08033.1.1： 張氏作竟大a毋。
kyomeishusei2015.08033.1.2： 巧工刻之文a章。
kyomeishusei2015.08033.1.3： 上有天a守。
kyomeishusei2015.08034.1.1： 吾作明a竟。
kyomeishusei2015.08034.1.2： 幽湅a三。
kyomeishusei2015.08034.1.3： a周。
kyomeishusei2015.08034.1.4： a同。
kyomeishusei2015.08034.1.5： a樂。
kyomeishusei2015.08034.1.6： a具。
kyomeishusei2015.08034.1.7： 。
kyomeishusei2015.08034.1.8： 利父宜a兄。
kyomeishusei2015.08034.1.9： 至三a公。
kyomeishusei2015.08034.1.10： 女宜矦a王。
kyomeishusei2015.08034.1.11： 。
kyomeishusei2015.08034.1.12： 其師命a長。
kyomeishusei2015.08035.1.1： 王氏作竟四夷a服。
kyomeishusei2015.08035.1.2： 多賀國家人民a息。
kyomeishusei2015.08035.1.3： 胡虜殄滅天下a復。
kyomeishusei2015.08035.1.4： 風雨時節五穀a孰。
kyomeishusei2015.08035.1.5： 長保二親得天a力。
kyomeishusei2015.08035.1.6： 傳告後世樂無a極。
kyomeishusei2015.08036.1.1： 内淸質以昭a明。
kyomeishusei2015.08036.1.2： 光輝象日a月。
kyomeishusei2015.08036.1.3： 心忽願不然塞毋a泄。
kyomeishusei2015.08037.1.1： 久不相a見。
kyomeishusei2015.08037.1.2： 長毋相a忘。
kyomeishusei2015.08038.1.1： 長宜子a孫。
kyomeishusei2015.08039.1.1： 作佳竟哉眞大a好。
kyomeishusei2015.08039.1.2： 上有仙人不知a老。
kyomeishusei2015.08039.1.3： 渴飮玉泉飢食a棗。
kyomeishusei2015.08039.1.4： 浮游天下敖亖a海。
kyomeishusei2015.08039.1.5： 壽敝金石爲國a保。
kyomeishusei2015.08040.1.1： 王氏作竟眞大a好。
kyomeishusei2015.08040.1.2： 上有仙人不知a老。
kyomeishusei2015.08040.1.3： 渴汲王泉㲹食a棗。
kyomeishusei2015.08040.1.4： 浮游天下敖亖a海。
kyomeishusei2015.08040.1.5： 俳洄名山采芝a草。
kyomeishusei2015.08040.1.6： 壽如王母家萬a倍。
kyomeishusei2015.08040.1.7： 中國安寧兵不a擾。
kyomeishusei2015.08040.1.8： 樂未央兮爲國a保。
kyomeishusei2015.08041.1.1： 君宜高a官。
kyomeishusei2015.08042.1.1： 主三a公。
kyomeishusei2015.08043.1.1： 吾作目a竟。
kyomeishusei2015.08043.1.2： 幽湅川a岡。
kyomeishusei2015.08043.1.3： 巧工刻之成文a章。
kyomeishusei2015.08043.1.4： a上。
kyomeishusei2015.08044.1.1： 見日之a光。
kyomeishusei2015.08044.1.2： 天下大a明。
kyomeishusei2015.08045.1.1： 常樂未a央。
kyomeishusei2015.08045.1.2： 長毋相a忘。
kyomeishusei2015.08046.1.1： 長相a思。
kyomeishusei2015.08046.1.2： 毋相a思。
kyomeishusei2015.08046.1.3： 常貴a富。
kyomeishusei2015.08046.1.4： 樂未a央。
kyomeishusei2015.08047.1.1： 大樂貴a富。
kyomeishusei2015.08047.1.2： 得所a喜。
kyomeishusei2015.08047.1.3： 千秋萬a歲。
kyomeishusei2015.08047.1.4： 宜酒a食。
kyomeishusei2015.08048.1.1： 見日之a光。
kyomeishusei2015.08048.1.2： 長樂未a央。
kyomeishusei2015.08049.1.1： 投博至a明。
kyomeishusei2015.08049.1.2： 直酒高a堂。
kyomeishusei2015.08050.1.1： 長宜子a孫。
kyomeishusei2015.08051.1.1： 長宜子a孫。
kyomeishusei2015.08052.1.1： 湅治銅華淸而a明。
kyomeishusei2015.08052.1.2： 以之爲鏡宜文a章。
kyomeishusei2015.08052.1.3： 延年益壽去不a羊。
kyomeishusei2015.08052.1.4： 與天無亟如日a光。
kyomeishusei2015.08052.1.5： 千秋萬a歲。
kyomeishusei2015.08052.1.6： 長a樂。
kyomeishusei2015.08053.1.1： 家常貴a富。
kyomeishusei2015.08054.1.1： 大上富a貴。
kyomeishusei2015.08054.1.2： 長樂未a央。
kyomeishusei2015.08054.1.3： 延年益a壽。
kyomeishusei2015.08054.1.4： 幸毋見a忘。
kyomeishusei2015.08055.1.1： 絜淸白而事a君。
kyomeishusei2015.08055.1.2： 志驩之合a明。
kyomeishusei2015.08055.1.3： 彶玄錫之流a澤。
kyomeishusei2015.08055.1.4： 恐疎遠而日a忘。
kyomeishusei2015.08055.1.5： 懷美之窮a皚。
kyomeishusei2015.08055.1.6： 外承閒可a說。
kyomeishusei2015.08056.1.1： 日有憙月有a富。
kyomeishusei2015.08056.1.2： 樂毋事冝酒a食。
kyomeishusei2015.08056.1.3： 居而必安毋憂a患。
kyomeishusei2015.08056.1.4： 竽瑟侍心志a驩。
kyomeishusei2015.08056.1.5： 樂已茂兮固常a然。
kyomeishusei2015.08057.1.1： 見日之a光。
kyomeishusei2015.08057.1.2： 長毋相a忘。
kyomeishusei2015.08058.1.1： 長宜子a孫。
kyomeishusei2015.08059.1.1： 内淸質以昭a明。
kyomeishusei2015.08059.1.2： 光象夫日a月。
kyomeishusei2015.08060.1.1： 湅治銅華淸而a明。
kyomeishusei2015.08060.1.2： 以之爲鏡而冝文a章。
kyomeishusei2015.08060.1.3： 延年益壽而辟不a羊。
kyomeishusei2015.08060.1.4： 與天無a亟。
kyomeishusei2015.08061.1.1： 絜而精而白而事a君。
kyomeishusei2015.08061.1.2： 而惌而之沄而合明光玄而流澤而日a忘。
kyomeishusei2015.08061.1.3： 美而毋a絕。
kyomeishusei2015.08062.1.1： 長宜子a孫。
kyomeishusei2015.08063.1.1： 尙方御竟大毋a傷。
kyomeishusei2015.08063.1.2： 左龍右乕辟不a祥。
kyomeishusei2015.08063.1.3： 朱鳥玄武調陰a陽。
kyomeishusei2015.08063.1.4： 子孫備具居中a央。
kyomeishusei2015.08063.1.5： 長保二親樂富a昌。
kyomeishusei2015.08063.1.6： 俳洄名山高敖a詳。
kyomeishusei2015.08063.1.7： 壽敞金石如矦a王。
kyomeishusei2015.08064.1.1： 大樂貴a富。
kyomeishusei2015.08064.1.2： 千秋萬a歲。
kyomeishusei2015.08064.1.3： 宜酒a食。
kyomeishusei2015.08065.1.1： 内淸之以昭a明。
kyomeishusei2015.08065.1.2： 光輝象夫日a月。
kyomeishusei2015.08065.1.3： 心忽穆而願忠a泄。
kyomeishusei2015.08066.1.1： 長宜子a孫。
kyomeishusei2015.08067.1.1： 絜精白而事a君。
kyomeishusei2015.08067.1.2： 志驩之合a明。
kyomeishusei2015.08067.1.3： 彶玄錫之a澤。
kyomeishusei2015.08067.1.4： 恐遠日a忘。
kyomeishusei2015.08067.1.5： 懷美之窮a皚。
kyomeishusei2015.08067.1.6： 承驩之可a說。
kyomeishusei2015.08067.1.7： a慕。
kyomeishusei2015.08068.1.1： 尙方御鏡大毋a傷。
kyomeishusei2015.08068.1.2： 左龍右乕辟不a祥。
kyomeishusei2015.08068.1.3： 朱鳥玄武調陰a陽。
kyomeishusei2015.08068.1.4： 子孫備具居中a央。
kyomeishusei2015.08068.1.5： 長保二親樂富a昌。
kyomeishusei2015.08068.1.6： 壽敞今石如矦a王。
kyomeishusei2015.08069.1.1： 日有a熹。
kyomeishusei2015.08069.1.2： 長貴a富。
kyomeishusei2015.08069.1.3： 宜酒a食。
kyomeishusei2015.08069.1.4： 樂毋a事。
kyomeishusei2015.08070.1.1： 新有善同出丹a陽。
kyomeishusei2015.08070.1.2： 和巳錫銀靑且a明。
kyomeishusei2015.08070.1.3： 左龍右a乕。
kyomeishusei2015.08071.1.1： 劉氏作竟四夷a服。
kyomeishusei2015.08071.1.2： 多賀國家人民a息。
kyomeishusei2015.08071.1.3： 胡虜殄滅天下a復。
kyomeishusei2015.08071.1.4： 風雨a時。
kyomeishusei2015.08072.1.1： 漢有名同出丹a陽。
kyomeishusei2015.08072.1.2： 取之爲竟宜文a章。
kyomeishusei2015.08072.1.3： 左龍右乕主四a旁。
kyomeishusei2015.08072.1.4： 朱爵玄武順陰a陽。
kyomeishusei2015.08073.1.1： 尙方作竟眞大巧a圢。
kyomeishusei2015.08073.1.2： 上有山人不知a老。
kyomeishusei2015.08073.1.3： 渴汲a玉。
kyomeishusei2015.08074.1.1： 上大山見神a人。
kyomeishusei2015.08074.1.2： 食玉央飮禮a泉。
kyomeishusei2015.08074.1.3： 駕a保。
kyomeishusei2015.08075.1.1： 上大山見神a人。
kyomeishusei2015.08075.1.2： 食玉央飮禮a泉。
kyomeishusei2015.08075.1.3： 駕交龍乘浮a雲。
kyomeishusei2015.08075.1.4： 宜官秩保a子。
kyomeishusei2015.08076.1.1： 君宜官秩保子a孫。
kyomeishusei2015.08077.1.1： 尙方作竟眞大a巧。
kyomeishusei2015.08077.1.2： 上有仙人不知a老。
kyomeishusei2015.08078.1.1： 朱氏作吳王越女二人兮四侍郞西王母四侍女上女樂a樂。
kyomeishusei2015.08079.1.1： 尙方作竟眞大a巧。
kyomeishusei2015.08079.1.2： 上有山人不知a老。
kyomeishusei2015.08079.1.3： 葛缺王a泉。
kyomeishusei2015.08080.1.1： 尙方乍竟眞大a圢。
kyomeishusei2015.08080.1.2： 上有山人不老a知。
kyomeishusei2015.08080.1.3： 渴汲王泉㲹食a棗。
kyomeishusei2015.08080.1.4： 浮由天a下。
kyomeishusei2015.08081.1.1： 宜子a孫。
kyomeishusei2015.08082.1.1： 桼言之紀從鏡a始。
kyomeishusei2015.08082.1.2： 倉龍在左白乕居a右。
kyomeishusei2015.08082.1.3： 長a子。
kyomeishusei2015.08083.1.1： 新有善出丹a陽。
kyomeishusei2015.08083.1.2： 和巳錫銀靑且a明。
kyomeishusei2015.08083.1.3： 左龍右主亖a彭。
kyomeishusei2015.08083.1.4： 八子九a孫。
kyomeishusei2015.08084.1.1： 吾作明竟眞a工。
kyomeishusei2015.08084.1.2： 其師命a長。
kyomeishusei2015.08085.1.1： 不a明。
kyomeishusei2015.08086.1.1： 吾作明a竟。
kyomeishusei2015.08086.1.2： 幽湅宮a商。
kyomeishusei2015.08086.1.3： 周羅容a象。
kyomeishusei2015.08086.1.4： 五帝天a皇。
kyomeishusei2015.08086.1.5： 白牙單a琴。
kyomeishusei2015.08086.1.6： 黃帝除a凶。
kyomeishusei2015.08086.1.7： 朱鳥玄a武。
kyomeishusei2015.08086.1.8： 白乕靑a龍。
kyomeishusei2015.08086.1.9： 君宜高a官。
kyomeishusei2015.08086.1.10： 子孫番a昌。
kyomeishusei2015.08086.1.11： 建安十年示氏造a作兮。
kyomeishusei2015.08087.1.1： 吾作明a竟。
kyomeishusei2015.08087.1.2： 幽湅宮a商。
kyomeishusei2015.08087.1.3： 周羅容a象。
kyomeishusei2015.08087.1.4： 五帝天a皇。
kyomeishusei2015.08087.1.5： 白牙單a琴。
kyomeishusei2015.08087.1.6： 黃帝除a凶。
kyomeishusei2015.08087.1.7： 朱鳥玄a武。
kyomeishusei2015.08087.1.8： 白乕靑a龍。
kyomeishusei2015.08087.1.9： 君宜高a官。
kyomeishusei2015.08087.1.10： 。
kyomeishusei2015.08088.1.1： 尙方作竟眞大a好。
kyomeishusei2015.08088.1.2： 上有山人不知a老。
kyomeishusei2015.08088.1.3： 渴汲王泉㲹食a棗。
kyomeishusei2015.08088.1.4： 浮游天下敖亖a海。
kyomeishusei2015.08088.1.5： 壽如金石爲國a保。
kyomeishusei2015.08088.1.6： 樂未a央。
kyomeishusei2015.08089.1.1： 靑羊爲a志。
kyomeishusei2015.08090.1.1： 黃羊作竟四夷a服。
kyomeishusei2015.08090.1.2： 多賀國家人民a息。
kyomeishusei2015.08090.1.3： 胡虜殄滅天下a復。
kyomeishusei2015.08090.1.4： 風雨時節五穀a孰。
kyomeishusei2015.08090.1.5： 長保二親得天a力。
kyomeishusei2015.08090.1.6： 傳告后世樂無a極。
kyomeishusei2015.08091.1.1： 氏作竟自有a紀。
