kyomeishusei2015.00001.1.1： 脩相思、毌相忘。
kyomeishusei2015.10530.1： 内淸質以昭明光輝象夫日月心忽穆而願忠然壅塞而不泄
kyomeishusei2015.10531.1： 青羊
kyomeishusei2015.10532.1： 家常貴富
kyomeishusei2015.10533.1： 長宜子孫
kyomeishusei2015.10534.1： 尚方作竟眞大好上有仙人不知老渇汲王泉飢食棗浮游天下敖亖海左龍右虎辟道壽如石爲國保
kyomeishusei2015.10535.1： 吾作明竟幽湅三剛如師命長
kyomeishusei2015.10536.1： 吾作明竟幽湅三商
kyomeishusei2015.10537.1： 大樂貴富得所好千秋萬歳延年益壽
kyomeishusei2015.10538.1： 愁思悲願見忠君不說相思願毋絶
kyomeishusei2015.10539.1： 見日之光長毋相忘
kyomeishusei2015.10540.1： 見日之光天下大明
kyomeishusei2015.10541.1： 見日之光天下大明
kyomeishusei2015.10542.1： 内而淸而以而昭而明而光而天而日而月而
kyomeishusei2015.10543.1： 大樂貴富得所好千秋萬歳宜酒食
kyomeishusei2015.10544.1： 吾作明竟四夷服多賀國家人民息長保二親得天力曽年益壽富貴□亟功成事見師命□□
kyomeishusei2015.10545.1： 見日之光天下大明
kyomeishusei2015.10546.1： 尚方作竟眞大巧上有山人不知老渇汲王泉
kyomeishusei2015.10547.1： 尚方作竟眞大巧上有山人不知老渇汲王泉㲹食棗兮
kyomeishusei2015.10548.1： 内而淸以而明而光而象而日月心忽而
kyomeishusei2015.10549.1： 内而淸而以昭而明夫而日一月不已
kyomeishusei2015.10550.1： 内而淸而以而昭而明而光而夫而日而月而不而泄而
kyomeishusei2015.10551.1： 三羊作竟眞大巧兮
kyomeishusei2015.10552.1： 朱家作
kyomeishusei2015.10553.1： 見日之光天下大明
kyomeishusei2015.10554.1： 長宜子孫
kyomeishusei2015.10555.1： 内而淸而以昭而明光而象之日月心不巳一
kyomeishusei2015.10556.1： 不明
kyomeishusei2015.10557.1： 熹平七年正月丙午吾造作尚方明竟合湅白黄周刻無極世得光明買人大富長子孫□□
kyomeishusei2015.10558.1： 作佳竟哉眞大好上有仙人不知老渇汲王泉飢食棗浮游天下敖亖海壽敝今石爲國保樂如侯王
kyomeishusei2015.10559.1： 長宜子孫
kyomeishusei2015.10560.1： 内而淸而以昭而明而光而象而日一月心而忽而穆而忠然而雍塞不一
kyomeishusei2015.10561.1： 長宜子孫
kyomeishusei2015.10562.1： 尚方御竟大毋傷左龍右虎辟不詳朱鳥玄武調陰陽子孫備具居中央爲吏高遷貴富昌壽如先王母樂未央宜官秩兮
kyomeishusei2015.10563.1： 絜淸白而事君志沄之合明玄錫流澤疎遠而日忘美之外承可兌靈景願永絶
kyomeishusei2015.10564.1： 内淸之以昭明光而象夫日月心忽穆忠雍塞而不泄見
kyomeishusei2015.10565.1： 呉向里柏氏作竟四夷服多賀國家人民息胡虜殄滅天下復風雨時節五穀孰長保二親得天力傳告后世樂無極兮
kyomeishusei2015.10566.1： 延年萬壽
kyomeishusei2015.10567.1： 尚方作竟眞大好上有山人不知老渇汲王泉㲹食棗兮
kyomeishusei2015.10568.1： 吾作明竟幽湅三商周刻無祉配象萬彊白牙作樂衆神見容天禽竝存福祿自從富…………
kyomeishusei2015.10569.1： 龍氏作竟四夷服多賀國家人民息胡羌殄滅天下復風雨時節五官位尊顯蒙祿食長保二親樂無巳
kyomeishusei2015.10570.1： 絜而淸而白而忘事而君而之沄而□明光玄而流澤而日忘美而毋絶
kyomeishusei2015.10571.1： 吾作明竟幽湅三商周刻無祉配象萬彊白牙作樂竝申高?天禽□存□□□□富貴安周曽年益羊
kyomeishusei2015.10572.1： 内青以昭明光而象夫日月心忽而志穆而不泄
kyomeishusei2015.10573.1： 内而淸而質而以而昭而明而象而日而月而
kyomeishusei2015.10574.1： 尚方佳竟眞大圢上有仙人不知老渇汲王泉食棗浮游天下敖亖海兮
kyomeishusei2015.10575.1： 池氏作竟大毋傷奇天羊兮
kyomeishusei2015.10576.1： 尚方作竟眞大仁上有仙人不知老渇汲王泉㲹食棗
kyomeishusei2015.10577.1： 吾作明竟幽湅三岡巧工刻之成文章上有四守辟不祥服者萬年子孫益昌夫婦相宜其師命長女當爲主男當爲王位至公侯樂未央曽年益壽
kyomeishusei2015.10578.1： 内淸質以昭明光輝象夫日月心忽穆不願忠然雍塞不
kyomeishusei2015.10579.1： 尚方作竟眞大好上有仙人不知老渇汲王泉飢食棗浮游天下敖亖海壽如今石爲國保
kyomeishusei2015.10580.1： 宜子孫
kyomeishusei2015.10581.1： 新有名銅出丹陽用之治竟青而明八子九孫治中央
kyomeishusei2015.10582.1： □□大吉福祿是從子□□昌日月天王白牙陳樂□□大吉福祿是從日月天王□□□□□□□□□□□□
kyomeishusei2015.10583.1： 宜子孫
kyomeishusei2015.10584.1： 尚方乍竟眞大仁有山人不老知渇汲三泉㲹食棗浮由天下
kyomeishusei2015.10585.1： 吾作明竟幽湅三日□□
kyomeishusei2015.10586.1： 尚方作竟眞大好上有仙人不知老渇汲王泉飢食棗浮游天下敖亖海壽如今石
kyomeishusei2015.10587.1： 内而青而明而日而月而之而光而明而
kyomeishusei2015.10588.1： 尚方作竟眞大巧上有仙人不知老渇汲王泉飢食棗
kyomeishusei2015.10589.1： 内而青而以而昭而明而光而象而夫而日之月而三不而
kyomeishusei2015.10590.1： 長宜子孫
kyomeishusei2015.10591.1： 見日之光長毋相忘
kyomeishusei2015.10592.1： 尚方作竟眞大圢上有仙人不知老渇汲王泉㲹食棗浮游天下
kyomeishusei2015.10593.1： 内而淸而質而以而昭而明而光而象而之而日而月而不而泄而
kyomeishusei2015.10594.1： 長宜子孫
kyomeishusei2015.10595.1： 調治佳竟子孫息多賀君家受大福官位尊二
kyomeishusei2015.10596.1： 張氏作竟兮眞大巧上有天守不知老
kyomeishusei2015.10597.1： 吾作明鏡幽湅三商周刻無祉配象萬彊白牙擧樂衆神見容天禽四首銜持維剛衆華主羊其師命長
kyomeishusei2015.10598.1： 大樂貴富得所好千秋萬歳延年益壽
kyomeishusei2015.10599.1： 吾作明竟幽湅三商周刻無極
kyomeishusei2015.10600.1： 湅治銅華淸而明以之爲鏡冝文章延年益壽辟不羊與天無亟如日光長樂未央
kyomeishusei2015.10601.1： 上大山見神人食玉英飮禮泉駕文龍乘浮雲宜子孫
kyomeishusei2015.10602.1： 内淸質以召明光象日一
kyomeishusei2015.10604.1： 日有憙月有富樂毋事冝酒食居而必安長母憂患竽瑟侍心志驩樂已茂固然然
kyomeishusei2015.10605.1： 内請質以昭明光輝象日月心忽穆願而忠然壅塞而□不泄
kyomeishusei2015.10606.1： 内而光明而青湅石華下之菁見弓已知人請心意得樂長生
kyomeishusei2015.10607.1： 尚方作竟眞大巧上有山人不知老渇汲王泉㲹食
kyomeishusei2015.10608.1： 作佳竟哉眞大好上有仙人不知老渇汲玉泉㲹食棗壽如今石之國保
kyomeishusei2015.10609.1： 張氏作
kyomeishusei2015.10610.1： 尚方作竟眞大圢上有山人不知老渇汲王泉㲹食棗浮遊天下敖亖海
kyomeishusei2015.10611.1： 尚方作竟眞大圢上有山人不知老渇汲三泉食㲹棗
kyomeishusei2015.10612.1： 内而□字日而以而昭而明而之而光而象而夫日月
kyomeishusei2015.10613.1： 吾作明竟幽湅三商配像萬彊統徳序道敬奉賢良曽年益壽富貴番昌□□□壽服者
kyomeishusei2015.10614.1： 尚方作竟眞大巧上有山人不知老渇汲泉水兮
kyomeishusei2015.10615.1： 尚方作竟眞大巧上有山人不知老渇汲王泉㲹食棗浮由兮
kyomeishusei2015.10616.1： 吾作明竟幽湅金岡巧工造作成文章多賀國家人民息胡虜殄滅天下復風雨時節五穀孰傳後世樂毋亟
kyomeishusei2015.10617.1： 絜淸白而事君惌沄之弇明玄錫之流澤恐疎而日忘美之外承可兌靈景願永思而毋絶
kyomeishusei2015.10618.1： 内淸之以昭明光而象夫非月心忽穆而願忠然雍塞不泄
kyomeishusei2015.10619.1： 内而青而以昭而明光而象夫日之月而忽心不泄
kyomeishusei2015.10620.1： 内而淸而□而□而□光而□而□而日月而心而忽而
kyomeishusei2015.10621.1： 尚方作竟眞大巧上有山人不知老渇汲王泉而棗
kyomeishusei2015.10622.1： 尚方作竟眞大仁上有仙人不知老渇汲王泉㲹食棗
kyomeishusei2015.10623.1： 尚方作竟眞大巧上有山人不知老渇汲王泉㲹食棗兮
kyomeishusei2015.10624.1： 吾作明竟子孫番昌其師命長
kyomeishusei2015.10625.1： 吾作明竟幽湅三岡配像萬□統徳序道苟奉臣良周刻無亟富貴其師命長兮
kyomeishusei2015.10626.1： 吾乍目竟常如日戊月長宜牛羊樂未央丙午戊日富且昌作者長生其命長兮
kyomeishusei2015.10627.1： 作氏佳竟眞大好上有仙人不知老渇王泉㲹食棗浮游天下敖亖海宜侯王兮
kyomeishusei2015.10628.1： 絜而淸白而事君而□□而□煥玄錫之流澤志疎遠而日忘美而□相思而不絶
kyomeishusei2015.10629.1： 長宜生子
kyomeishusei2015.10630.1： □氏乍竟眞大丂上有仙人王高赤容子青龍在左白虎居右□其師命長
kyomeishusei2015.10631.1： …………位至三公…上有東王公西王母…
kyomeishusei2015.10632.1： 袁氏作竟眞大丂青龍在左白虎右山人子高赤誦子辟邪喜怒無央咎千秋萬歳主長久
kyomeishusei2015.10633.1： 家常富貴
kyomeishusei2015.10634.1： 位至三公上”位至”，下”三公”
kyomeishusei2015.10635.1： 願長思毋相忘
kyomeishusei2015.10636.1： 内而淸而昭明而光而象不
kyomeishusei2015.10637.1： 西王母王女
kyomeishusei2015.10638.1： 王氏作竟亖夷服多賀新家人民息風雨時節五穀孰長保二親
kyomeishusei2015.10639.1： 秦有賢士無窮先王
kyomeishusei2015.10640.1： 内而淸而以昭明而光而象夫日而月心忽不
kyomeishusei2015.10641.1： 尚方佳竟眞大圢上有仙人不知老渇汲王泉食棗浮淳天下敖亖海兮
kyomeishusei2015.10642.1： ……………宜公王…………
kyomeishusei2015.10643.1： 不明
kyomeishusei2015.10644.1： 不明
kyomeishusei2015.10645.1： 内而淸而質以而昭而明光而象夫日而月而不
kyomeishusei2015.10646.1： 見日之光服者君卿
kyomeishusei2015.10647.1： 尚方作竟眞大工上有山人不知老葛飮王
kyomeishusei2015.10648.1： 漢有善銅出丹陽取之爲鏡淸如明左龍右乕浦
kyomeishusei2015.10649.1： 西王母東王公王女作昌
kyomeishusei2015.10650.1： 常富貴安樂未央羊至毋相忘
kyomeishusei2015.10651.1： 見日之光天下大明千秋萬世長樂未央
kyomeishusei2015.10652.1： 見日之光天下大明
kyomeishusei2015.10653.1： 見日之光天下大明
kyomeishusei2015.10654.1： 肖方作竟眞大□上有
kyomeishusei2015.10655.1： 吾作明竟幽湅三商周矩無極配像萬彊福祿是從富貴安昌曽年益壽子孫番昌其師命長大吉□□□□
kyomeishusei2015.10656.1： 富兮
kyomeishusei2015.10657.1： 吾作明竟宮湅商□□□象己□□天皇□王單琴黄帝除兇未鳥玄武白虎青龍君宜高官四目三
kyomeishusei2015.10658.1： 吾作明竟幽湅三商長宜高官
kyomeishusei2015.10659.1： 新有名銅出丹陽用以治竟青而明八子九孫治中央
kyomeishusei2015.10660.1： 長宜子孫
kyomeishusei2015.10661.1： 漢有善同出丹陽和巳昆易青且明□
kyomeishusei2015.10662.1： 大
kyomeishusei2015.10663.1： 不明
kyomeishusei2015.10664.1： 内請質以昭明光輝象夫日月心忽穆而願忠然壅塞而不泄
kyomeishusei2015.10665.1： 内淸質以昭明光輝象夫日月心忽穆而願忠然壅塞不
kyomeishusei2015.10666.1： 尚方乍竟眞大巧上有山人不知老葛尺王泉
kyomeishusei2015.10667.1： 尚方作竟佳且好左有交龍右白虎前有朱鳥后玄武令人富貴不知老
kyomeishusei2015.10668.1： 吾作明竟幽湅宮商周羅容象五帝天皇白牙單琴黄帝除兇朱鳥玄武白虎青龍君宜高官位比至三公青
kyomeishusei2015.10669.1： 劉氏去王氏持天下安寧樂可喜井田平貧廣其志
kyomeishusei2015.10670.1： 長貴富樂未央長相思毋相忘
kyomeishusei2015.10672.1： 袁氏乍竟眞大丂青龍在左白虎右山人子高赤誦子辟邪喜奴無央咎千秋萬歳主長久
kyomeishusei2015.10673.1： 湅治銅華淸而明以之爲鏡冝文章延年益壽辟不羊與天無亟如日之光長樂未央
kyomeishusei2015.10674.1： 内淸質以昭明光象夫日月心忽
kyomeishusei2015.10675.1： 長貴富樂毋事日有憙冝酒食
kyomeishusei2015.10676.1： 見日之光長毋相忘
kyomeishusei2015.10677.1： 騶氏作竟四夷服多賀國家人民息胡虜殄滅天下復風雨時節五穀孰長保二親得天力
kyomeishusei2015.10678.1： 呉
kyomeishusei2015.10679.1： 漢有名銅出丹陽和巳銀錫淸且明
kyomeishusei2015.10680.1： 周氏作竟四夷服多賀國家人民息胡虜殄滅天下復風雨時節五穀孰長保二
kyomeishusei2015.10681.1： 帛虎
kyomeishusei2015.10682.1： 尚方乍竟眞大圢上有山人不知老渇汲三泉㲹食棗浮由
kyomeishusei2015.10683.1： 呂氏作鏡□□服胡虜殄滅人民息多賀國家五穀孰□有□□□大□
kyomeishusei2015.10684.1： 内淸質以昭明光象夫日月不泄
kyomeishusei2015.10685.1： 復日尚益長思不忘
kyomeishusei2015.10686.1： 尚方乍竟眞大□上有山人不知渇
kyomeishusei2015.10687.1： 長宜子孫
kyomeishusei2015.10688.1： 長宜子孫
kyomeishusei2015.10689.1： 吾作明鏡幽湅庶商雕刻無極配像萬彊白牙擧樂衆神見容百精竝存福祿是從富貴安寧子孫番昌曽年益壽其師命長大吉羊宜
kyomeishusei2015.10690.1： 吾作明鏡自有紀君長宜孫子士至三公
kyomeishusei2015.10691.1： 尚方乍竟眞大巧上有山人不知老渇汲王泉㲹食棗
kyomeishusei2015.10692.1： 見日之光長毋相忘
kyomeishusei2015.10693.1： 高明君卿
kyomeishusei2015.10694.1： 愁思甚悲欲見毋說相思願毋絶
kyomeishusei2015.10695.1： 見日之光天下大明
kyomeishusei2015.10696.1： 見日之光天下大陽
kyomeishusei2015.10697.1： 見日之光天下大陽服者君卿延年千歳羊至未央常以行
kyomeishusei2015.10698.1： 長貴富樂未央長相思毋相忘
kyomeishusei2015.10699.1： 長貴富樂未央長相思毋相忘
kyomeishusei2015.10700.1： 長貴富宜酒食樂未央日有憙
kyomeishusei2015.10701.1： 見日之光長毋相忘
kyomeishusei2015.10702.1： 内淸而以昭明光而象而日而心而忽穆忠而不泄
kyomeishusei2015.10703.1： 見日之光天下大明
kyomeishusei2015.10704.1： 久不相見長毋相忘
kyomeishusei2015.10705.1： 湅治銅華淸而明以之爲鏡因冝文章延年益壽辟去不與天無亟如日月之光千秋萬兮
kyomeishusei2015.10706.1： 内淸以昭明光象日月心忽然□不泄
kyomeishusei2015.10707.1： 見日之光長毋相忘
kyomeishusei2015.10708.1： 湅治銅華淸而明以之爲鏡冝文章延年益壽辟不羊與天無亟如日月之光千秋兮
kyomeishusei2015.10709.1： 見日之光天大下明
kyomeishusei2015.10710.1： 新興辟□□□□子孫復具治中侯王將軍令尹民戶行云□星宿竝共皇左龍右虎朱□卯□郊祀星宿竝共皇左龍右虎主亖彭子孫復具治中央
kyomeishusei2015.10711.1： 尚方作竟眞大巧上有仙人不知老渇汲王泉□食棗非回名山采之草浮由?天下敖亖海壽石□國之保
kyomeishusei2015.10712.1： 尚方佳竟眞大好上有仙人不知老渇汲王泉飢食棗浮游天下敖亖海壽如今石如國保
kyomeishusei2015.10713.1： 尚方作竟眞大好上有仙人不知老渇飮王泉飢食棗浮游天下敖亖海壽如今石之國保
kyomeishusei2015.10714.1： 君宜子孫世毋有
kyomeishusei2015.10715.1： 青羊爲志
kyomeishusei2015.10716.1： 青盖
kyomeishusei2015.10717.1： 呉向里柏氏作竟四夷服多賀國家人民息胡虜殄滅天下復風雨時節五穀孰長保二親得天力兮
kyomeishusei2015.10718.1： 長宜子孫
kyomeishusei2015.10719.1： 長生宜子
kyomeishusei2015.10720.1： 呉作明竟幽湅宮商周羅容象五帝天王黄帝除…龍服君王比益三
kyomeishusei2015.10721.1： 吾作明竟幽湅三岡配象萬彊?統□由明吉羊臣□□□孫于竟兮
kyomeishusei2015.10722.1： 常宜子孫
kyomeishusei2015.10723.1： 見日之光長毋相忘
kyomeishusei2015.10724.1： 内請質以昭明光輝象夫日月心忽穆而願忠然壅塞而不泄
kyomeishusei2015.10725.1： 内淸質以昭明光夫日月心忽穆而願忠然雍塞而不泄
kyomeishusei2015.10726.1： 劉氏作竟四夷服多賀國家人民息胡虜殄滅下復風雨時節五穀孰長保二親得天力傳告後世樂無極
kyomeishusei2015.10727.1： 太山作竟眞大圢上有山人不知老渇汲王泉㲹食棗
kyomeishusei2015.10728.1： 張氏作竟佳且好子孫備具長相保明如日月照四海兮
kyomeishusei2015.10729.1： 長宜子孫
kyomeishusei2015.10730.1： 九子竟明淸公服富貴宜侯王
kyomeishusei2015.10731.1： 見日之光天下大明
kyomeishusei2015.10732.1： 見日之光天下大陽服者君卿長毋相忘
kyomeishusei2015.10733.1： 内而淸而以而昭而明而光而象而夫而日而月而不而泄而
kyomeishusei2015.10734.1： 内而淸而質而以而昭而明而光而輝而象而夫而日而月而兮
kyomeishusei2015.10735.1： 内淸質以昭明光輝象夫日月而心忽而願忠然壅塞而不泄
kyomeishusei2015.10737.1： 尚方乍竟兮眞兮上有人兮不知老汲渇三泉兮
kyomeishusei2015.10738.1： 見日之光長毋相忘
kyomeishusei2015.10739.1： 尚方作竟眞大工上有山人不知老汲渇王
kyomeishusei2015.10740.1： 尚方御竟大毋傷左龍右乕辟不羊鳥朱玄武順陰陽子孫備具居中央壽敝今石如侯王富貴昌兮
kyomeishusei2015.10741.1： 田氏作竟□多賀國家民息胡虜殄滅天下復風雨時節五穀孰長保二后世樂無亟
kyomeishusei2015.10742.1： 内而淸而以而昭而明光而象而日
kyomeishusei2015.10743.1： 内而淸而以而昭而明而光而象而夫日而月而
kyomeishusei2015.10744.1： 内而青而以而昭而明光而象而夫而日而月而之
kyomeishusei2015.10745.1： 内而淸而以而昭而明而光而象而夫日日而月而不
kyomeishusei2015.10746.1： 尚方佳竟眞大好上有仙人不知老渇汲王泉
kyomeishusei2015.10747.1： 袁氏作竟眞大巳上有仙人不知
kyomeishusei2015.10748.1： 見日之光天下大陽
kyomeishusei2015.10749.1： 見日之光天下大明
kyomeishusei2015.10750.1： 見日之光天下大明
kyomeishusei2015.10751.1： 内而淸而以而昭而明而光而象而夫而日而月而不
kyomeishusei2015.10752.1： 内淸而日月心而忠□而雍塞不泄
kyomeishusei2015.10753.1： 内而淸而以而昭而明而光而夫而日而月
kyomeishusei2015.10754.1： 内而淸而以昭而明光而象夫日之月而心忽而不泄
kyomeishusei2015.10755.1： 見日之光天下大明
kyomeishusei2015.10756.1： 内以日月心忽而穆忠然雍塞而不泄
kyomeishusei2015.10757.1： 内而淸而以昭而明光而象夫日月心忽之
kyomeishusei2015.10758.1： 内淸而以昭明光而象夫日月而
kyomeishusei2015.10759.1： 尚方作竟眞大好上有山人不知老渇汲王泉飢食棗壽如今石兮國保
kyomeishusei2015.10760.1： 肖方作竟眞大仁上有山人不渇汲三泉㲹食棗
kyomeishusei2015.10761.1： 内淸之以昭明光象夫日月心忽穆而願忠然雍塞而不泄
kyomeishusei2015.10762.1： 内淸質以昭明光之象夫日月心忽穆而願忠然雍塞不泄
kyomeishusei2015.10763.1： 内而淸而以而昭而明光而象而日一月心而忽穆而不泄
kyomeishusei2015.10764.1： 内而淸而以而昭而明而光而夫而日而月
kyomeishusei2015.10765.1： 内而淸而以而昭而明而光日而月
kyomeishusei2015.10766.1： 内而淸而以而昭而光而象日一月
kyomeishusei2015.10767.1： 内而淸而以而昭而明光而象而日月心而忠不泄
kyomeishusei2015.10768.1： 内淸質以昭明光而象夫日月心忽願不泄
kyomeishusei2015.10769.1： 昭容兒
kyomeishusei2015.10771.1： 吾明作竟幽湅三商配像萬統彊徳序道敬奉賢良主華衆陽堅□□□富貴安樂子孫番昌學願士至公其師命長
kyomeishusei2015.10772.1： 長宜子孫
kyomeishusei2015.10773.1： 長宜子孫
kyomeishusei2015.10774.1： 長宜官祿
kyomeishusei2015.10775.1： 君宜□子
kyomeishusei2015.10776.1： 内而淸而質以而昭而明光而象而日而
kyomeishusei2015.10777.1： 内而淸而以而昭而明而光而象而夫而日月
kyomeishusei2015.10778.1： 内而淸而以而昭而明光而象日月
kyomeishusei2015.10779.1： 内而青而以而昭而明光象而日月
kyomeishusei2015.10780.1： 上大山見神人食玉央飮澧泉駕交龍乘浮宜子
kyomeishusei2015.10781.1： 上大山見神人食玉央飮澧泉駕交龍乘浮雲宜官秩
kyomeishusei2015.10782.1： 宜子孫
kyomeishusei2015.10783.1： 尚方作竟眞大巧上有山人不知老渇汲泉
kyomeishusei2015.10784.1： 見日之光天下大明
kyomeishusei2015.10785.1： 内淸而以昭明光而象夫日月心忽而忠而然而不泄□而
kyomeishusei2015.10786.1： 内而淸而以昭而明光而象夫而日之月而心忽忠不泄
kyomeishusei2015.10787.1： 内而淸而以而昭而明而光而象而日而月而
kyomeishusei2015.10788.1： 尚方乍竟兮眞大圢兮上有山人不知老渇汲三
kyomeishusei2015.10789.1： 肖方作竟眞大行上有山人不知老且汲
kyomeishusei2015.10790.1： 尚方作竟眞大仁上有山人不知老渇汲王泉㲹食棗
kyomeishusei2015.10791.1： 僞銘帶
kyomeishusei2015.10792.1： □而見日之光相忘
kyomeishusei2015.10793.1： 日月心忽□□□□
kyomeishusei2015.10795.1： 西王母帛虎
kyomeishusei2015.10796.1： 吾明作竟幽湅三商周刻無亟配象萬彊白牙奏樂衆神見容天禽竝存曽年益壽富貴□至子孫番昌曽
kyomeishusei2015.10797.1： 盖氏竟□龍□西有王母□□王公君宜高官□□有□白虎居后山人子高赤誦子工□周□□利萬□□□□□仕至三公□□受□至不土壽
kyomeishusei2015.10798.1： 長貴富樂毋事日有憙得所喜
kyomeishusei2015.10799.1： 絜淸白而事君志驩之合明彶玄錫之流□澤遠日忘懷美之窮皚承願可說而毋絶
kyomeishusei2015.10800.1： 内淸質以昭明光輝象夫日月心忽穆而願忠然雍塞而不泄
kyomeishusei2015.10801.1： 見日之光長毋相忘
kyomeishusei2015.10802.1： 日月心忽而願心雍塞而不泄
kyomeishusei2015.10803.1： 内而青而昭而明而光而象而夫而日而月而心而不而泄而
kyomeishusei2015.10804.1： 湅治銅華淸而明以之爲鏡冝文章延年益壽辟不羊與天無亟如日光千秋萬歳長樂未央
kyomeishusei2015.10805.1： 久不相見長毋相忘
kyomeishusei2015.10806.1： 内而淸而質而以而昭而明而光而象而夫而日而月而心而不而而
kyomeishusei2015.10807.1： 湅治銅華淸而明以之爲鏡冝文章延年益壽去不羊與天無亟而日光千秋萬歳長未央
kyomeishusei2015.10808.1： 上大山見神人食玉央飮澧泉冝官秩保子孫樂未央貴富昌
kyomeishusei2015.10809.1： 漢有善銅出丹陽和巳銀錫淸且明左龍右乕主亖彭樂未央
kyomeishusei2015.10810.1： 大萬巨至
kyomeishusei2015.10811.1： 湅石華下之淸見弓已知人請心志得畢長生
kyomeishusei2015.10812.1： 見日之光天下大明
kyomeishusei2015.10813.1： 見日之光長樂未央
kyomeishusei2015.10814.1： 長宜子孫
kyomeishusei2015.10815.1： 長宜子孫
kyomeishusei2015.10816.1： 雲雷文帶
kyomeishusei2015.10817.1： 長宜子孫
kyomeishusei2015.10818.1： 桼言之始自有紀湅治錫銅去其宰辟除不祥冝古市長葆二親利孫子
kyomeishusei2015.10819.1： 桼言之紀從鏡始蒼龍居左白乕甫孫子
kyomeishusei2015.10820.1： 尚方作竟眞大好上有仙人不知老渇汲王泉飢食棗壽如今石若虎辟
kyomeishusei2015.10821.1： 長宜子孫
kyomeishusei2015.10822.1： 長毋相忘大樂未央
kyomeishusei2015.10823.1： 長毋相忘常樂未央
kyomeishusei2015.10824.1： 見日之光天下大明
kyomeishusei2015.10825.1： 日有憙宜酒食長貴富樂毋事
kyomeishusei2015.10826.1： 君宜高官
kyomeishusei2015.10827.1： 吾作明竟
kyomeishusei2015.10828.1： 見日之光天下大明
kyomeishusei2015.10829.1： 尚方作竟眞大巧上有仙人不知老渇汲王泉㲹食棗浮由天下
kyomeishusei2015.10830.1： 長宜子孫
kyomeishusei2015.10831.1： 長宜子孫
kyomeishusei2015.10832.1： 長宜子孫
kyomeishusei2015.10833.1： 天馬白虎
kyomeishusei2015.10834.1： 陳氏作竟四夷服多國家人民息胡虜殄滅天下復風雨時節五穀孰長保二親得天力
kyomeishusei2015.10835.1： 張氏作竟四夷服多賀國家人民息胡虜殄滅天下復風雨時節五穀孰長保二親得天力傳告后世樂無亟
kyomeishusei2015.10836.1： 尚方作竟大無傷子九孫居中央壽如金石宜侯王
kyomeishusei2015.10837.1： 九子作淸明光
kyomeishusei2015.10838.1： 吾明作竟幽湅三岡配像萬彊統德序道敬奉臣良周刻無祉百牙擧樂衆華主陽聖德光明□者高遷位至公卿富貴安樂
kyomeishusei2015.10839.1： 吾明作鏡幽湅三商富規矩無師雕刻萬彊四氣豫元六合設張與方奉員統德序道祇靈是興白牙陳樂衆師見容
kyomeishusei2015.10840.1： 吾明作竟幽湅三岡巧工
kyomeishusei2015.10841.1： 吾明作竟幽湅三剛大吉昌兮
kyomeishusei2015.10842.1： 吾乍目竟常如日戊月長宜牛羊樂未央丙午戊日富且昌作者長生其命長兮
kyomeishusei2015.10843.1： 尚方乍竟眞大圢上有山人不知老渇
kyomeishusei2015.10844.1： 長宜子孫
kyomeishusei2015.10845.1： 長宜子孫
kyomeishusei2015.10846.1： 長宜子孫
kyomeishusei2015.10847.1： 作佳竟哉眞大好上有山人不知老渇汲王泉飢食棗浮淳天下敖亖海
kyomeishusei2015.10848.1： 内而淸而質而以而昭明光而象夫而日月而心忽不
kyomeishusei2015.10849.1.1： 位至三公。
kyomeishusei2015.10849.1.2： 上”位至”、下”三a公”。
kyomeishusei2015.10850.1： 見日之光長毋相忘
kyomeishusei2015.10851.1： 内而淸而以而昭而明而光而象而夫而日而月
kyomeishusei2015.10852.1： 見日之光鏡以此行
kyomeishusei2015.10853.1： 長相思毋相忘貴富昌樂未央
kyomeishusei2015.10854.1： 見日之光天下大明
kyomeishusei2015.10855.1： 大樂貴富千秋萬歳冝酒食
kyomeishusei2015.10856.1： 作佳竟眞大好上有仙人不知老渇汲王泉飢食棗壽如今石之天保
kyomeishusei2015.10857.1： 見日之光
kyomeishusei2015.10858.1： 見日之光
kyomeishusei2015.10859.1： 淸浪銅華以爲鏡昭察衣觀容貎絲組雜遝以爲信淸光冝佳人
kyomeishusei2015.10860.1： 湅治銅華青而明以之淸而冝文章延年益壽去不羊與天毋而日月之光
kyomeishusei2015.10861.1： 見日之光天下大明
kyomeishusei2015.10862.1： 青勝作竟四夷服多賀國家人民息胡虜殄烕天下復風雨時節五穀孰長保二親得天力傳告后世樂無亟
kyomeishusei2015.10863.1： 青盖作竟四夷服多賀國家人民息胡虜殄滅天下復風雨時節五穀孰長保二親得天力
kyomeishusei2015.10864.1： 五月五日大歳丙午呉郡鄭蔓作明鏡幽湅三商周刻萬彊百牙擧樂衆神見容天禽竝存福□□□□□
kyomeishusei2015.10865.1： 吉羊
kyomeishusei2015.10867.1： 内青以召明光日月
kyomeishusei2015.10868.1： 長宜子孫母甚□寅□
kyomeishusei2015.10869.1： 尚方佳竟眞大圢上有山人不知老渇汲王泉㲹食棗樂未央
kyomeishusei2015.10870.1： 尚方作竟眞眞大圢上有山人不知老渇汲王泉㲹
kyomeishusei2015.10871.1： 桼言之紀從竟始長保二親利孫子辟去不羊宜古市
kyomeishusei2015.10872.1： 李氏作竟四夷服多賀國家人民息胡虜殄滅天下復風雨時節五穀孰長保二親得天力傳告后世□□兮
